DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT18R,DA0912DR18R,DAGC4X18R,DAGC5X17R,DAGC6X16R,DA0GR18N,DA0GS18N,DDA00A001S19R,DDA00A001219R,DDA00A001319R,DDA00AR01S19R,DDA00AR01219R,DDA00AR01319R,DDA00AW01S19R,DDA00AW01219R,DDA00AW01319R,DDA00AM01S19R,DDA00AM01219R,DDA00AM01319R,DDA00AC01S19R,DDA00AC01219R,DDA00AC01319R,DDA00AS01S19R,DDA00AS01219R,DDA00AS01319R,DDB00A001S19R,DDB00A001219R,DDB00A001319R,DDH00A001S19R,DDH00A001219R,DDH00A001319R,DDW00A001S19R,DDW00A001219R,DDW00A001319R,DDI00A001S19R,DDI00A001219R,DDI00A001319R,DD300A001S19R,DD300A001219R,DD300A001319R,DD400A001S19R,DD400A001219R,DD400A001319R,DD200A001S19R,DD200A001219R,DD200A001319R,DDE00A001S19R,DDE00A001219R,DDE00A001319R,DA0CT18R,DA0CC18R,DA0CSA18R,DA0CAA18R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
LLANO ISD,150901,150 LLANO,13,B,4,1774,0.8,26,69.8,0.3,0.8,0,2.3,65.7,6.7,11.8,6.5,28.4,5.1,95.3,0.3,98.4,96.1,100,123,117,78,49,21,76,49,20,66,32,10,80,46,18,84,57,27,88,63,39,55,20,5,70,36,13,81,53,24,100,85,31,100,94,50,.,.,.,87,64,36,73,40,14,65.9,44.4,1089,21.4,284,135.2,1.4,4.4,7.6,47.6,10.4,28.7,116442,69148,61206,50137,9.5,6.2,13.1,22.6,14.0,18.7,23.9,0.7,5.2,91.9,2.2,72.6,11.8,1.3,0.3,6,8,1879935,1.168,24582599,13749,19877963,3.6,85.9,10.6,4704636,9557945,0,28975086,19733279,11037,51.7,8.3,6.6,11.4,22,10191687,5700,41,11.7,7.1,0.3,3.8,0.2,4.1,0.7,1.2,30,"1,600 to 2,999",Non-metropolitan Stable,"$786,525 and over",Under $1.1701
RISE ACADEMY,152802,152 LUBBOCK,17,A,1,300,72,25,1,0,0,0,2,83.3,0,16.7,0,0,0,96.9,.,.,.,.,.,.,97,70,40,96,62,43,92,64,31,98,79,40,100,69,27,100,73,64,96,69,39,99,70,37,100,83,67,.,.,.,.,.,.,.,.,.,-1,-1,-1,97,67,38,.,.,.,.,36.1,22,1.4,1.4,0,61,26.1,10.1,89000,89000,.,45921,83.4,8.3,13.6,54.5,8.7,9.1,16.1,63.6,27.3,9.1,0,72.4,9.4,18.2,0,0,0,0,0,2563013,8349,2563013,92.3,2.1,5.6,0,0,404102,2245618,2224411,7246,70.9,12.8,2.6,10.7,3.1,1576310,5135,41.6,7.9,24,0,0,0,0,0,0.2,26.3,Under 500,Charters,Non-taxing entities,Non-taxing entities
SOUTH PLAINS ACADEMY CHARTER DISTR,152803,152 LUBBOCK,17,A,1,215,7.9,77.2,13.5,0,0,0,1.4,92.6,3.7,10.2,3.7,78.1,0,88.3,0.0,78.3,92.2,91.1,68,65,52,18,5,34,12,0,.,.,.,65,20,14,84,24,2,79,39,16,48,13,0,51,16,4,64,39,11,.,.,.,.,.,.,.,.,.,-1,-1,-1,52,19,5,17.6,0,836,16.6,20.3,10.8,1.2,9.8,24.6,53.2,0,11.1,40000,65645,50079,42197,50.5,10.6,19.9,53.7,6.0,0,9.2,9.3,27.8,63,0,78.3,0,0,0,21.7,0,0,0,2081150,10511,2081150,92.2,0.1,7.7,0,0,0,2019453,2019453,10199,41.1,13.8,17.4,15.1,12.7,829295,4188,23.4,8.8,29,0,10,0,0,3.6,0,25.1,Under 500,Charters,Non-taxing entities,Non-taxing entities
LUBBOCK ISD,152901,152 LUBBOCK,17,B,51,27588,13.7,59,22.8,0.4,1.9,0.1,2.1,72.5,4.6,11.2,5.4,30.5,5.8,95.2,1.9,92.3,92.5,91.6,1684,1295,72,42,17,68,41,15,58,28,10,78,45,18,78,46,19,75,48,29,59,27,8,69,36,13,88,65,32,75,46,22,95,81,53,90,62,19,82,54,25,66,34,12,89.8,25,954,20.2,3382.8,1969.7,0.7,3.6,13.4,58.2,15.9,8.2,109592,79593,60093,48262,33.6,8.2,14,40.3,10.7,28,17.2,3.5,20.9,72.4,3.2,71.7,12.5,3.4,1.3,3.7,7.5,361954,1.235,300708114,10812,281587490,39.6,43.1,17.4,19120624,54787339,0,309756058,278469901,10012,57.2,4.7,6.1,9.7,22.3,159399108,5731,45.1,15.9,10,0.2,3.1,0.4,1.7,1.5,2.1,20.2,"25,000 to 49,999",Other Central City,"$355,684 to < $378,489",$1.1701 to under $1.3050
NEW DEAL ISD,152902,152 LUBBOCK,17,B,3,785,1.5,48.7,46.5,0.1,0,0,3.2,64.5,2.7,7.3,2.7,31.8,5.1,96.6,0.0,100,100,97.6,46,44,79,44,17,79,48,18,78,36,11,83,43,17,78,48,18,74,38,16,55,7,0,73,32,9,87,59,26,.,.,.,.,.,.,.,.,.,83,53,21,74,35,11,67.4,12.9,938,18.3,106,58.5,1.9,2.9,4.7,55.1,12.3,23.1,87668,83569,51888,43310,21.7,7.4,13.4,37.6,11.3,9.5,18.7,0,17.1,82.9,0,80.7,7.6,5.3,0.2,6.2,0,259557,1.17,8095769,10766,8070769,59.5,33.9,6.6,25000,108470,0,8970728,8701651,11571,52.7,8.1,5.7,12.6,20.8,4587943,6101,45.8,4.7,6.7,0.2,4.3,0.2,4.8,1.3,0.6,31.5,500 to 999,Rural,"$250,173 to < $272,534",Under $1.1701
SLATON ISD,152903,152 LUBBOCK,17,B,5,1339,5.9,64.2,28.8,0.1,0.2,0,0.8,79,4,14.6,3.9,37,7.2,95.3,0.3,91.9,91.6,95.3,80,69,74,41,14,69,40,12,61,30,9,80,44,18,80,44,13,71,42,16,65,24,7,71,35,11,83,58,24,-1,-1,-1,-1,-1,-1,.,.,.,81,44,6,69,35,11,43.8,17.1,990,17.5,239.5,105.7,1.7,3.2,7,44.1,16.1,27.9,104198,71628,52829,41854,35.5,5.6,12.7,45.6,8.3,22.3,28,4.7,16.1,78.2,0.9,70.1,11.6,5.6,0.2,10.6,2,288591,1.464,18567453,14620,16363643,47.4,34.1,18.5,2203810,1955973,0,23282367,15822938,12459,51.3,8.4,6.8,13,20.6,8111590,6387,38.7,16.6,9.2,0.3,4.5,0.5,3,1,0.5,25.8,"1,000 to 1,599",Non-metropolitan Stable,"$272,534 to < $299,260",$1.4272 and over
LUBBOCK-COOPER ISD,152906,152 LUBBOCK,17,B,9,6558,2.4,37.4,55.9,0.2,1.8,0.1,2.2,34.1,3,9.1,3.4,25.3,4.3,96.3,0.1,97.6,99.7,99,340,290,85,60,30,82,57,26,78,48,20,89,63,34,88,65,30,89,65,43,67,36,14,79,47,19,90,69,37,75,25,19,93,80,54,-1,-1,-1,86,61,29,73,41,16,60.6,50,1112,22,907.6,501.1,1.3,2.7,8.9,55.2,10.4,21.4,99997,71799,56606,45149,21.4,7.2,13.1,34.5,10.7,22.1,13.9,0.2,9.9,88.5,1.4,74.1,8.9,5,1.2,6.1,4.7,404232,1.54,77038071,12203,54279345,29.1,60.1,10.8,22758726,11428249,0,107327237,52705544,8349,58.3,7.1,5.2,10.1,19.3,30750444,4871,46,11.4,6.6,0.1,4.1,0.3,3.2,1.1,2,25.4,"5,000 to 9,999",Other Central City Suburban,"$378,489 to < $413,609",$1.4272 and over
FRENSHIP ISD,152907,152 LUBBOCK,17,A,13,9927,3.8,44.3,45.7,0.3,2.9,0.1,3,42.8,4.4,9,4.6,26.9,8,96.1,0.3,98.2,98,99.1,647,622,84,58,26,82,56,24,76,45,18,86,56,24,90,68,34,87,64,35,75,38,14,78,47,17,90,69,34,79,47,13,96,80,48,86,64,21,88,61,28,76,43,16,65.2,50.9,1090,22.8,1201.9,660,1.4,3.3,9.6,54.9,12.3,18.5,97788,74404,57300,46608,24.7,8.3,15,31,12.0,19.9,15.6,0.9,11.5,86.6,0.9,75.5,7.8,5.2,2.7,5.9,2.8,362679,1.49,100564150,10392,80454324,40,54.6,5.4,20109826,27190283,0,102608676,82500095,8525,54.6,7.6,5.8,12.9,19.2,45051539,4656,47.8,10.1,5.9,0.5,4.5,0.5,3.3,0.5,0.9,26.1,"5,000 to 9,999",Other Central City Suburban,"$355,684 to < $378,489",$1.4272 and over
ROOSEVELT ISD,152908,152 LUBBOCK,17,B,3,1064,3.9,56.9,37,0.4,0,0.2,1.6,75.8,3.7,11.5,3.7,28,3.8,96,0.3,97.2,100,98.5,72,62,73,38,14,71,37,11,65,28,7,76,39,16,75,42,17,78,46,26,66,36,5,68,31,9,82,51,24,63,38,0,.,.,.,-1,-1,-1,79,52,31,71,34,11,44.4,18.8,980,18.5,171.9,93.7,1.7,2.9,5.2,54.5,16.1,19.5,91940,69700,57632,40061,23.8,6.2,11.3,51.5,8.6,22.4,33.3,2.1,14.9,81.9,1.1,76.4,11.4,3.7,0,8.5,0,181185,1.401,13331735,12253,12466206,67.4,23.3,9.3,865529,5338765,0,13259208,11052074,10158,52.7,5.5,5.5,15.1,21.1,5824514,5353,36.8,10.9,10.4,0.3,5,0.1,3.2,0.8,0.9,31.7,"1,000 to 1,599",Other Central City Suburban,"$164,221 to < $208,918",$1.3050 to under $1.4272
SHALLOWATER ISD,152909,152 LUBBOCK,17,A,5,1694,0.6,31.5,66.2,0.4,0.1,0,1.2,41.3,2.7,7.4,2.7,26.1,7.4,96.6,0.0,100,99,100,112,105,89,64,34,88,59,30,76,52,26,94,72,41,91,72,34,88,62,39,89,56,33,79,47,20,94,73,41,100,80,40,-1,-1,-1,.,.,.,90,60,23,80,48,19,68.8,50.6,1082,21.8,260.8,134.7,1.2,4.3,7.4,51.6,14.2,21.3,105606,65416,49473,43220,12.1,6.5,12.6,29.8,14.2,22.1,18.8,0,3.7,96.3,0,79.6,4.8,3.5,0.9,8.5,2.8,158980,1.55,20228351,12297,17543069,58,31.6,10.4,2685282,2084417,0,20059099,16991422,10329,54.9,8.1,4.4,10.9,21.7,9326119,5669,42.5,15.7,5.2,0.1,4.5,0.2,3.7,0.8,2.4,24.9,"1,600 to 2,999",Other Central City Suburban,"$123,158 to < $164,221",$1.4272 and over
IDALOU ISD,152910,152 LUBBOCK,17,A,3,1013,0.4,41.6,57.1,0.2,0.1,0,0.7,34.4,3,8.1,2.9,27.7,5.2,96.3,0.7,100,98.1,97.4,79,67,88,61,30,86,60,25,83,47,17,94,67,37,88,64,33,81,54,36,-1,-1,-1,80,48,17,94,70,39,100,83,50,.,.,.,.,.,.,58,25,8,78,46,15,79.7,19,1077,18.9,125.8,78.2,1.6,3.7,5.4,62.2,13.5,13.6,126336,76999,58645,46657,18.3,8.1,13,14.5,16.5,13,7.9,0,5.3,94.7,0,78.8,6.1,4.5,0.5,7.9,2.3,228640,1.445,10389593,10379,9457238,63.4,33.3,3.3,932355,3630050,0,10668337,9196350,9187,59.9,6.6,5.7,11.7,16.1,5508733,5503,47.5,4.1,8.6,0.4,6.8,0.3,6.1,1,0.4,24.8,"1,000 to 1,599",Other Central City Suburban,"$208,918 to < $250,173",$1.4272 and over
O'DONNELL ISD,153903,153 LYNN,17,B,1,306,0.3,66.3,32.4,0,0,0,1,73.2,6.9,12.4,6.9,29.4,9.2,96.4,1.0,100,100,100,27,26,66,34,16,64,34,14,71,29,8,74,35,17,61,39,23,44,31,23,-1,-1,-1,60,26,13,79,53,23,.,.,.,.,.,.,.,.,.,13,0,0,61,26,10,85.2,17.4,954,17.2,60.7,33,3.3,5,4.2,54.4,8.9,24.2,87153,70783,59973,45882,34.8,5,9.3,21.1,16.2,22.2,24.9,0,18,82,0,68.2,9.3,9.9,0,9,3.7,284156,1.49,6246251,19398,5007852,58.1,33.4,8.5,1238399,2340132,0,6421408,4334655,13462,49.9,13.6,5.7,13.9,16.9,2163893,6720,34.2,5.5,11.9,0.4,6.4,0.3,4.4,1.9,0.9,34.1,Under 500,Rural,"$272,534 to < $299,260",$1.4272 and over
TAHOKA ISD,153904,153 LYNN,17,A,3,619,2.1,63.2,32.3,0.5,0.5,0,1.5,69.8,3.1,8.2,3.1,30.9,7.9,95.2,1.3,92,97.8,100,27,26,73,40,14,68,35,13,62,27,2,84,50,18,75,48,17,60,31,16,78,44,6,67,33,11,84,55,22,-1,-1,-1,-1,-1,-1,.,.,.,100,60,40,69,36,12,63,23.5,962,18.9,128.6,64.9,1.5,2.5,7.6,50.5,12.3,25.6,85219,68386,52313,44405,38.5,4.8,9.5,34.2,10.8,7.7,11.6,3.1,12.3,84.6,0,73.3,12.1,4.6,0,5.8,4.2,186891,1.456,10226308,16494,8831481,62.4,25.1,12.5,1394827,2761747,0,15404562,7777462,12544,54.5,8,4.2,11,22.3,4234973,6831,34.3,20.1,10.5,0.1,4.3,0.2,5.4,0.9,0,24.3,500 to 999,Rural,"$164,221 to < $208,918",$1.4272 and over
NEW HOME ISD,153905,153 LYNN,17,A,1,478,0.4,24.5,74.3,0,0,0,0.8,18.2,2.1,5.9,2.1,19.2,0,96.3,0.0,100,100,100,21,21,94,73,39,94,71,37,83,60,19,96,80,47,97,77,39,95,70,50,-1,-1,-1,86,59,28,96,78,43,.,.,.,.,.,.,.,.,.,100,90,50,79,47,23,76.2,50,1153,18.9,65.6,39.9,1.4,2.7,2.3,60.9,13.4,19.3,95700,68825,53378,42678,17.8,7.3,12,54.1,8.4,2.7,7,0,5,95,0,78.2,7.3,3.7,0,6.6,4.1,148122,1.37,5009984,11233,4559345,70.8,25.7,3.5,450639,922682,0,5701462,3965569,8891,56.9,7.2,5.6,14.7,15.6,2257402,5061,45.9,4,9.4,0.1,3.7,0,5.1,0.6,1.8,29.3,Under 500,Non-metropolitan Fast Growing,"$123,158 to < $164,221",$1.3050 to under $1.4272
WILSON ISD,153907,153 LYNN,17,D,1,103,0,75.7,23.3,0,0,0,1,77.7,17.5,14.6,17.5,35,5.8,94.3,0.0,100,100,100,8,3,66,30,12,65,31,11,64,21,7,65,29,16,73,32,5,67,33,11,.,.,.,69,25,10,63,51,20,.,.,.,.,.,.,.,.,.,20,0,0,62,25,10,75,0,-1,16.2,37,18.4,2.7,2.9,8.1,49.8,10.8,25.7,77629,64011,55713,37443,39.2,2.8,5.6,67.5,5.0,10.9,41.1,0,32.6,67.4,0,81.5,0,10.4,0,6.3,1.9,336120,1.17,2499368,19526,2367047,45.3,22.5,32.1,132321,180582,0,2835848,2744311,21440,54.6,14,4.9,9.5,17,1498279,11705,44,3.4,13.6,0.3,2.2,0.1,2.4,0.5,2.3,31.3,Under 500,Rural,"$329,469 to < $355,684",Under $1.1701
MADISONVILLE CISD,154901,154 MADISON,06,A,4,2397,18.5,35.1,42.3,0,0.5,0,3.6,71.9,14.5,8.6,14.5,29.1,1.3,96.2,0.0,97.8,98.4,99.4,137,122,83,50,21,78,44,17,72,37,14,89,54,23,86,61,27,84,56,27,72,31,7,80,44,16,90,62,30,-1,-1,-1,95,86,71,.,.,.,78,38,15,79,42,16,51.1,41.4,1011,19.4,304.6,168.4,1.3,3.3,7.9,55.3,9.8,22.4,99374,82028,57754,51662,25.6,7.9,14.2,28.8,13.9,15.7,13.3,5.3,8.9,84.6,1.2,77.8,7.7,0,1.7,8.4,4.4,330543,1.219,22987363,9753,21519411,47.8,40.5,11.8,1467952,3756306,0,28347958,22567660,9575,54.6,6.3,5.5,11.8,21.8,12327097,5230,33,8.1,15.1,1.9,5.7,0.3,4.1,0.9,2.5,28.6,"1,600 to 2,999",Non-metropolitan Stable,"$329,469 to < $355,684",$1.1701 to under $1.3050
NORTH ZULCH ISD,154903,154 MADISON,06,B,1,338,0.6,18.3,77.2,0,2.4,0,1.5,54.1,3.3,8.3,3.3,45.6,3.8,95,0.8,97.5,93.8,80,40,37,85,54,23,79,48,22,79,56,21,94,62,26,89,55,15,83,53,31,-1,-1,-1,81,48,24,86,56,23,.,.,.,100,80,40,.,.,.,-1,-1,-1,80,45,17,60,33.3,980,19.3,58.7,31.2,1.7,3.4,4.8,53.1,13.4,23.5,125000,68000,48226,46218,6.8,5.8,10.8,20.4,12.2,6.4,44.3,0,9.6,90.4,0,67.7,3.2,3.2,0,15.8,10.1,637113,1.327,4832215,13767,4190834,33.3,60.2,6.6,641381,1166624,0,4646700,3962429,11289,55.6,10.4,8.1,11.1,14.9,2202122,6274,44.4,3.4,10.1,0.2,8.5,0.2,2.8,1.1,0,29.2,Under 500,Rural,"$606,813 to < $639,298",$1.3050 to under $1.4272
JEFFERSON ISD,155901,155 MARION,08,B,4,1323,31.1,5.4,58.3,0.5,0.7,0.2,3.9,74.2,1.4,12.7,1.4,29.3,8.6,94.1,0.8,100,96.6,94.9,60,53,68,37,14,71,39,13,57,27,7,66,31,12,73,42,17,65,45,26,59,27,8,71,35,14,72,42,18,-1,-1,-1,92,67,33,-1,-1,-1,79,40,11,63,31,10,75,11.1,-1,17.7,215.3,102.2,2,4.5,4.4,47.5,12.9,28.8,82041,60372,50414,44636,38.3,6.1,12.9,31.4,13.5,17,22.4,20.1,2.9,69.2,7.8,75.6,4.3,7.7,0.8,8.7,2.9,481500,1.128,15126593,11892,14422051,39.6,47.9,12.5,704542,3984473,0,14049339,12681498,9970,53.5,5.6,7,10.3,23.6,6784215,5334,36.8,8.2,14.2,0.4,6,0.6,5,0.6,1.4,26.8,"1,000 to 1,599",Non-metropolitan Stable,"$456,961 to < $484,748",Under $1.1701
STANTON ISD,156902,156 MARTIN,18,B,3,1096,0.7,68.2,30.3,0.1,0.2,0,0.5,57.2,8.8,7,8.4,25,5.7,94.7,0.7,100,100,97.6,66,61,69,35,13,68,35,12,61,22,9,76,42,17,66,28,7,58,26,10,-1,-1,-1,66,31,9,77,44,20,-1,-1,-1,-1,-1,-1,.,.,.,67,33,33,60,26,8,42.4,35.7,1030,20.7,151.6,80.3,2.6,3.3,4.6,53,13.2,23.3,99875,70739,55614,50476,36.9,7.2,13.6,29.1,14.5,11.2,24.9,1.2,16.2,82.6,0,71.6,9,8.7,0.2,7.4,3.2,1831365,1.32,18647861,18482,12175797,5.6,90.1,4.3,6472064,12596490,0,19746796,11597803,11494,56.3,9,4.5,13.7,16.4,6534059,6476,46.3,6.9,5.9,0.4,4,0.4,4.2,0.9,0.5,30.5,"1,000 to 1,599",Other Central City Suburban,"$786,525 and over",$1.3050 to under $1.4272
GRADY ISD,156905,156 MARTIN,18,A,1,255,0,34.1,64.7,0,0.8,0,0.4,36.1,3.5,4.7,3.5,32.9,8.6,96.3,0.0,100,100,100,12,12,92,65,31,89,69,32,93,68,30,94,60,34,92,67,25,91,61,30,.,.,.,90,63,29,92,65,30,.,.,.,100,100,100,.,.,.,-1,-1,-1,90,58,30,91.7,36.4,.,21.5,39,20.7,7.7,0.2,28.9,53,10.3,0,101012,86188,42625,62705,30.8,6.5,12.3,9.7,14.6,14.2,5,0,0,95.2,4.8,77.7,5.8,4.8,0,11.6,0,5890007,1.095,5315038,21091,4348290,8.9,87.3,3.7,966748,5148692,0,6032767,3650026,14484,48.2,12.6,4.5,13.5,21.2,1757411,6974,45.1,2.2,5.1,0.3,1.8,0.3,4.8,1.1,0,39.3,Under 500,Rural,"$786,525 and over",Under $1.1701
MASON ISD,157901,157 MASON,15,A,3,714,0.1,34.3,64.4,0,0.8,0,0.3,47.1,8.1,9.2,8.1,14.4,15.3,97,0.0,98.2,100,100,57,57,87,60,28,85,65,26,73,43,20,90,57,29,94,66,32,87,58,36,-1,-1,-1,78,42,15,92,69,34,.,.,.,100,90,50,.,.,.,100,100,100,79,47,17,80.7,50,1090,23.8,116,71.3,1.5,5,6.2,61.5,8.3,17.5,83869,59065,59456,43379,12.4,6.2,10,16,13.6,17.8,2.7,0,2.8,97.2,0,87.1,1,2.2,0.4,8.4,0.8,462849,1.258,9174666,12655,8698243,40.7,52.9,6.4,476423,2260855,0,8728253,8156016,11250,54.8,8.6,4.8,9.6,22.3,4465056,6159,44.3,8.2,7.2,0.2,4.9,0.5,5.3,1.1,1.5,27,500 to 999,Rural,"$456,961 to < $484,748",$1.1701 to under $1.3050
BAY CITY ISD,158901,158 MATAGORDA,03,B,5,3660,15.4,63.6,18.3,0.3,0.6,0,1.8,77.5,15,9.1,13.1,34.7,1.7,93.2,2.3,90.9,94.4,93.7,207,190,68,37,15,65,35,13,61,32,10,75,41,18,71,40,13,68,35,15,54,22,7,69,36,13,79,54,26,25,13,13,86,51,20,.,.,.,80,43,19,64,32,11,50.7,44.8,1048,21.6,536.6,237.1,1.3,1.3,9.5,44.2,15.2,28.6,110057,79033,64845,52939,48.1,6.8,15.4,33.1,11.9,21.3,25.6,9.7,21.3,68.1,0.8,70.3,12.2,3.4,5.8,7.9,0.4,316896,1.437,45382506,12741,40069883,42.9,40.7,16.3,5312623,9990336,0,60940542,38254623,10740,53.7,6.3,5.4,15.1,19.6,20529451,5763,38.6,14.1,9.4,0.9,4,0.2,2.3,0.7,1.7,28.1,"3,000 to 4,999",Independent Town,"$316,695 to < $329,469",$1.4272 and over
TIDEHAVEN ISD,158902,158 MATAGORDA,03,B,4,977,2.8,51.5,43.5,0,0,0,2.3,56.3,9.5,7.5,9.4,36.8,7.3,95.8,1.0,96.9,92,92.2,68,61,82,49,21,79,49,19,76,42,15,83,49,21,84,43,17,89,60,34,82,46,18,77,42,16,87,58,25,.,.,.,.,.,.,.,.,.,89,44,19,75,38,16,48.5,24.2,992,19.9,137,68.2,1.5,3.7,3.1,49.8,14.2,27.7,112693,80502,56497,53858,32,7.1,14.3,39.8,10.7,17.3,16.6,2.9,15,80.7,1.4,80.8,6.4,5.1,0.4,7.3,0.1,1126295,1.255,18088158,19346,14267390,10.3,80.1,9.6,3820768,8317986,0,12360921,9497692,10158,53.9,6.9,7,12.6,19.6,5117874,5474,42,4.9,11.8,0.3,6.1,0.3,4.2,0.5,0.6,29.3,500 to 999,Non-metropolitan Fast Growing,"$786,525 and over",$1.1701 to under $1.3050
MATAGORDA ISD,158904,158 MATAGORDA,03,C,1,133,0,44.4,53.4,0,0,0,2.3,65.4,9.8,12.8,9.8,0,3,95.9,.,.,.,.,.,.,69,34,15,68,32,11,46,33,8,75,29,15,73,62,42,89,0,0,.,.,.,69,31,11,67,34,17,.,.,.,.,.,.,.,.,.,100,56,44,67,32,13,.,.,.,.,24,11,4.2,8.3,4.2,45.8,16.7,20.8,57665,56333,41640,46363,20.8,5.5,12.1,90.9,2.6,0,18.2,0,0,90.9,9.1,90.9,0,9.1,0,0,0,1731698,1.14,2243493,14199,1895701,3.7,87.9,8.4,347792,467725,0,2018116,1673399,10591,50.1,10.8,6.8,16.7,15.6,838217,5305,42.4,5.8,9.4,0.6,0,0.2,0,0,0.5,41.1,Under 500,Rural,"$786,525 and over",Under $1.1701
PALACIOS ISD,158905,158 MATAGORDA,03,B,4,1428,1.5,68.6,21.6,0,6.7,0,1.5,71.8,14.8,10.1,14.8,35.6,5,96.5,1.4,92.5,95.7,96.1,88,84,79,49,22,76,48,20,65,32,8,83,51,24,86,60,28,77,47,29,67,44,11,76,43,18,87,59,30,.,.,.,89,73,44,.,.,.,85,50,19,75,43,18,62.5,50.9,1076,21.5,213.6,104.1,1.7,4,7.1,48.7,12.6,25.9,79200,81418,60634,54968,44.3,6.7,13.7,31.7,13.5,16.8,15.5,0,25.5,73.6,1,83.3,7.2,0,1.4,8.1,0,897435,1.135,17650721,12404,16437386,13.4,72.7,13.9,1213335,4928339,0,20135523,17022211,11962,48.6,9.3,6.1,16.5,19.5,8272016,5813,30.8,6.8,11.2,2,4,1.9,3.6,3.9,0.1,35.8,"1,000 to 1,599",Non-metropolitan Stable,"$786,525 and over",Under $1.1701
VAN VLECK ISD,158906,158 MATAGORDA,03,B,4,1043,10.1,30.1,55.3,0,0.3,0.1,4.1,56,1.6,8.9,1.6,30.2,8.3,95.9,0.0,100,98.7,100,78,59,80,47,18,77,46,16,69,33,14,87,51,20,80,44,16,84,54,23,71,37,10,79,44,15,84,51,22,.,.,.,-1,-1,-1,-1,-1,-1,71,35,6,75,38,12,97.4,15.8,980,16.9,153.4,77.4,2,2.2,5.2,50.5,13,27.2,100891,76694,65427,59585,30.5,6.8,13.5,24.2,12.9,18.8,16.1,5.2,9,85.8,0,76.4,3,1.3,0,8.6,10.7,893111,1.014,20059674,19014,20056604,16.9,77.4,5.8,3070,10936049,0,16848165,12142521,11509,54.2,8.4,5.7,12.7,19,6584547,6241,36.9,8,14.1,0.1,6,0.3,5.4,0.6,0,28.6,"1,000 to 1,599",Non-metropolitan Stable,"$786,525 and over",Under $1.1701
EAGLE PASS ISD,159901,159 MAVERICK,20,A,24,14497,0.1,97.2,0.7,1.6,0.2,0,0.1,81.2,36.3,9.9,34.9,26.2,6.8,94.1,0.7,92.2,94.2,91,961,808,82,53,24,78,48,18,76,44,15,87,58,28,85,57,24,84,62,37,100,62,31,82,53,24,88,72,37,68,31,11,96,85,56,100,44,33,100,86,50,80,50,21,57.5,27.7,988,20.5,1936.8,852.6,0.7,1.8,7.1,44,11,35.4,115866,90215,74049,58451,97.7,7.5,17,15.6,15.3,19.1,5.8,0.1,96.4,3.2,0.4,79.2,6,0.2,5.7,5,3.7,153195,1.18,164727673,11345,148688123,65.4,19.5,15.1,16039550,17901514,0,153288584,143206864,9863,53,5.4,4.5,12,25,75930471,5229,42.5,8.4,12.5,1.5,3.4,0.3,2.9,0.9,1,26.8,"10,000 to 24,999",Other Central City Suburban,"$123,158 to < $164,221",$1.1701 to under $1.3050
BRADY ISD,160901,160 MCCULLOCH,15,B,3,1146,1.7,47,48.3,0.1,1,0,2,64.6,3.8,15.1,3.8,27.6,3.1,95.5,0.0,98.8,100,100,77,60,79,49,21,72,43,17,74,46,18,85,54,24,81,49,18,89,64,36,64,32,25,74,40,14,84,59,28,.,.,.,100,94,56,.,.,.,95,61,21,74,42,16,59.7,37,1040,21.4,195.1,98.1,1.5,3.6,7.5,50.3,18.4,18.7,84767,67863,55949,44635,23.7,5.9,11.7,27.5,13.8,18.2,30.1,1,8.7,87.3,3.1,68.4,12.1,9.2,0.7,5.2,4.4,375116,1.361,15622667,13262,13992825,45.2,41.6,13.3,1629842,4217373,0,15244398,13421240,11393,53.1,7.8,6.3,9.2,23.5,7123555,6047,37.7,15.8,8.3,0.1,4.8,0.7,4.9,0.9,1.1,25.6,"1,000 to 1,599",Non-metropolitan Stable,"$355,684 to < $378,489",$1.3050 to under $1.4272
