DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT19R,DA0912DR19R,DAGC4X19R,DAGC5X18R,DAGC6X17R,DA0GR19N,DA0GS19N,DDA00A001S20R,DDA00A001220R,DDA00A001320R,DDA00AR01S20R,DDA00AR01220R,DDA00AR01320R,DDA00AW01S20R,DDA00AW01220R,DDA00AW01320R,DDA00AM01S20R,DDA00AM01220R,DDA00AM01320R,DDA00AC01S20R,DDA00AC01220R,DDA00AC01320R,DDA00AS01S20R,DDA00AS01220R,DDA00AS01320R,DDB00A001S20R,DDB00A001220R,DDB00A001320R,DDH00A001S20R,DDH00A001220R,DDH00A001320R,DDW00A001S20R,DDW00A001220R,DDW00A001320R,DDI00A001S20R,DDI00A001220R,DDI00A001320R,DD300A001S20R,DD300A001220R,DD300A001320R,DD400A001S20R,DD400A001220R,DD400A001320R,DD200A001S20R,DD200A001220R,DD200A001320R,DDE00A001S20R,DDE00A001220R,DDE00A001320R,DA0CT19R,DA0CC19R,DA0CSA19R,DA0CAA19R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTINFP,DPSTASFP,DPSTPIFP,DPSTTWFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
HALLETTSVILLE ISD,143901,143 LAVACA,03,Not Rated: Declared State of Disaster,3,1126,9.4,21,65.3,0.3,0.6,0.1,3.4,44.1,2.6,11.2,2.6,35.1,6.6,96.6,0.0,94.5,97.7,98.8,89,66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52.8,34,1068,20.5,165.5,82.1,3,3.6,3.4,49.6,9.1,31.3,82150,71333,57954,50542,10.1,6.8,13.7,17.1,14.9,12.8,13.8,0,0,100,0,0,0,0,76.7,2.7,4.7,0.3,11.4,4.2,615300,1.309,15666748,13914,12881740,25.8,69,5.2,2785008,3824890,0,14036528,11189992,9938,53.2,7.2,6.7,11.4,21.5,5950135,5284,42.1,5.9,8.3,0.2,6.5,0.3,4.5,1.9,1.6,28.9,"1,000 to 1,599",Non-metropolitan Stable,"$559,445 to < $636,179",$1.1701 to under $1.3141
MOULTON ISD,143902,143 LAVACA,03,Not Rated: Declared State of Disaster,2,271,0.4,42.1,55.4,0.7,0.4,0,1.1,56.5,11.4,16.6,11.4,26.6,4.4,97.2,0.0,100,100,95.2,23,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,73.9,29.4,1088,19.1,47.2,26.5,1.4,4.3,0.1,56.1,6.3,31.8,104335,67623,47319,53610,12.5,5.7,10.2,31.6,16.1,4.9,17.7,0,3.7,96.3,0,0,0,0,81.6,11.8,0,0,5.7,0.9,951758,0.99,3593823,12927,3543091,8.6,85.2,6.2,50732,227900,0,3738398,3570007,12842,57.5,10.9,4.9,9.3,17.3,2053976,7388,50.3,6,5.6,0.7,2.7,0.3,2.2,0.9,1.4,29.8,Under 500,Rural,"$847,341 and over",Under $1.1701
SHINER ISD,143903,143 LAVACA,03,Not Rated: Declared State of Disaster,2,697,4.9,18.7,72.5,0.4,0.6,0,3,30,1.9,12.9,1.9,30.7,2,97.4,0.0,95.8,100,100,47,44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,93.6,47.7,1074,21.5,86.3,51.8,1.2,2.6,3.5,60,8.1,24.7,110000,83933,59147,57582,9,8.1,13.5,5.8,18.7,15.5,9.1,0,1.9,96.1,0,0,0,1.9,86.7,5.2,0,0,8,0,915976,1.11,7487337,11310,7046047,13,82.3,4.7,441290,544804,0,7475936,6115649,9238,56.2,6.9,4.8,11.8,20.3,3439725,5196,49.6,4.6,4.9,0,4.6,0.3,5.1,1,1.2,28.8,500 to 999,Rural,"$847,341 and over",Under $1.1701
VYSEHRAD ISD,143904,143 LAVACA,03,Not Rated: Declared State of Disaster,1,119,12.6,10.9,74.8,0,0,0,1.7,37.8,0,4.2,0,0,3.4,96.9,.,.,.,.,.,.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,.,.,.,.,19.7,11.1,1.6,1.6,1,56.1,19.6,20.1,90000,90000,42608,50923,5,6,10.7,39.1,13.8,7.9,26.5,8.8,0,91.2,0,0,0,0,85.4,5.8,8.8,0,0,0,455781,1.04,1352446,10734,1337055,46.8,46.6,6.6,15391,1098807,0,1174171,1174171,9319,64.1,9.9,6,7.4,12.7,752683,5974,49.4,6.6,11.8,0.1,0,0.4,0,0,3.1,28.7,Under 500,Rural,"$450,515 to < $472,586",Under $1.1701
SWEET HOME ISD,143905,143 LAVACA,03,Not Rated: Declared State of Disaster,1,139,0.7,12.2,82.7,0,0,0,4.3,15.8,0,4.3,0,0,7.2,97.5,.,.,.,.,.,.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,.,.,.,.,21.4,11.9,4.7,0,1,55.4,18.5,20.5,83000,.,35063,53896,4.6,6.5,11.7,0,18.3,0,8.3,0,8.3,91.7,0,0,0,0,83.9,0,16.1,0,0,0,461698,1.04,1602830,11209,1561532,44.7,53,2.3,41298,311114,0,1400102,1383939,9678,60.1,11.6,7.1,7,14.2,831995,5818,51.7,5.4,4.9,0,0,5.7,0,0,2.9,29.5,Under 500,Rural,"$450,515 to < $472,586",Under $1.1701
EZZELL ISD,143906,143 LAVACA,03,Not Rated: Declared State of Disaster,1,82,0,11,80.5,0,0,0,8.5,48.8,0,3.7,0,0,1.2,96.8,.,.,.,.,.,.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,.,.,.,.,15.1,8.4,3.1,0,0,55.8,18.1,22.9,82000,.,.,49379,0,5.4,9.8,23.4,15.8,6.4,11.6,0,0,100,0,0,0,0,100,0,0,0,0,0,871094,1.287,1512753,16443,1172166,17.6,74.4,8,340587,409251,0,1417797,934219,10155,57,14.8,6.6,8,13.6,532404,5787,50.7,4.7,9.7,0,0,0.1,0,0,0,34.7,Under 500,Rural,"$847,341 and over",$1.1701 to under $1.3141
GIDDINGS ISD,144901,144 LEE,13,Not Rated: Declared State of Disaster,4,1896,7.8,56.2,32.2,0.2,0.7,0,3,66.8,21,10.8,12.3,26.4,6.3,95.7,0.6,95.5,98.7,95.9,126,107,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46,36.2,1049,20,241.3,142.4,1.7,3.1,6.2,59,12.9,17.1,110733,70065,63385,53097,21.8,7.9,13.3,29.5,13.9,15.9,17.2,2.8,12.5,84,0.7,0,0,0,85.3,6.5,0,3.1,4.9,0.2,419693,1.4,21255433,11465,18825919,38.1,50,11.9,2429514,6136931,0,20691184,18033029,9727,55,9,5,10.1,20.8,9921089,5351,40.2,14,7.6,1.5,3.3,0.2,5.1,1.1,0,27,"1,600 to 2,999",Non-metropolitan Stable,"$407,429 to < $450,515",$1.3141 to under $1.4301
LEXINGTON ISD,144902,144 LEE,13,Not Rated: Declared State of Disaster,3,1053,6.1,18.2,70.1,0.6,0.1,0.3,4.7,42.3,2,10.6,1.7,35.5,5.7,96.4,0.0,100,100,98.4,67,63,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,85.1,31.6,997,18.8,152.4,82.4,2,3.9,7.2,54.1,9.1,23.7,93206,69333,59950,51499,11.4,6.9,12.8,31.4,13.0,8.9,26.9,3.5,3.5,93,0,0,0,0,73.4,7.3,3.5,0.2,12.6,3,390874,1.3,12558645,12276,11990207,48.2,44,7.8,568438,4020215,0,12009031,10433949,10199,54.3,10.2,5.5,9.4,20.5,5668158,5541,41.7,10.2,5.6,0.2,6.6,1.1,4.1,1.9,0.2,28.4,"1,000 to 1,599",Non-metropolitan Stable,"$382,055 to < $407,429",$1.1701 to under $1.3141
DIME BOX ISD,144903,144 LEE,13,Not Rated: Declared State of Disaster,1,164,32.9,34.1,28,0,0,0,4.9,70.7,11,15.9,12.8,43.9,7.9,96.2,0.0,100,93.3,100,12,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,15.4,947,.,32.8,17.7,3.1,7.3,1.2,54.1,0,34.4,94520,59518,56730,46768,26.9,5,9.3,45.1,11.5,20.3,29.4,0,6.3,93.7,0,0,0,0,91.9,0,0,0,8.1,0,725396,1.17,2467260,16126,2452260,26.3,61.5,12.2,15000,1457496,0,2855163,2336821,15273,52.9,12.7,10.1,10.1,14.2,1236811,8084,36.3,4.2,13.5,0.5,5.1,0.3,2.1,0.7,1.3,36,Under 500,Rural,"$697,496 to < $814,022",Under $1.1701
BUFFALO ISD,145901,145 LEON,06,Not Rated: Declared State of Disaster,3,951,3.7,43.1,50.1,0.1,1.1,0,2,51,19.1,8,18.5,36.8,4.5,95.6,0.3,100,100,97.2,86,74,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.2,36.8,1016,18.5,151.2,78,2,3.3,3.3,51.6,11.8,28.1,93807,75241,55237,50830,20.2,6.3,12.2,25.7,14.5,25.6,24.9,1.3,3.8,94.9,0,0,0,0,83,5.5,0.4,0.8,7.8,2.4,398912,1.297,11571193,12258,11041046,46.4,44.1,9.5,530147,2739428,0,11346405,9418389,9977,56.3,7.9,6.6,9.5,19.7,5298120,5612,38.1,6.6,12.7,0.9,7,0.5,4.6,0.7,0.9,28,500 to 999,Non-metropolitan Stable,"$382,055 to < $407,429",$1.1701 to under $1.3141
CENTERVILLE ISD,145902,145 LEON,06,Not Rated: Declared State of Disaster,2,657,9.1,11,77.8,0.3,0.5,0,1.4,48.7,3.5,8.5,3.5,38.7,1.8,96.6,1.4,95.3,97.9,97.4,61,55,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.4,42.9,996,22.9,107.1,63.3,1.9,3.4,2.8,59.1,12.1,20.7,100329,75828,58974,50944,13.4,6.1,10.4,20.5,15.6,22.6,5.9,4.7,2.8,92.5,0,0,0,0,70.9,10.2,4.2,1.6,10.6,2.5,461142,1.32,10178963,15588,7934915,46.2,49.1,4.7,2244048,953229,0,11947540,9282217,14215,49.9,6.5,4.1,21.1,18.5,4628873,7089,32.6,16,7.2,0.1,4.1,1.5,3,0.6,0,35,500 to 999,Rural,"$450,515 to < $472,586",$1.3141 to under $1.4301
NORMANGEE ISD,145906,145 LEON,06,Not Rated: Declared State of Disaster,3,598,7,14.7,74.1,0.3,1.3,0,2.5,49.2,2.8,9.7,2.8,40.1,7.2,95.7,0.5,100,100,100,54,53,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,55.6,23.3,980,19.3,93.4,47.5,2.1,3.8,2.3,50.8,12.6,28.3,93020,73761,48876,49823,13.7,6.4,12.6,21.8,13.8,6.3,18.6,0,6.3,93.7,0,0,0,0,84.5,4.3,0,0,8.8,2.4,491099,1.46,7353419,12154,5995672,38.4,55.1,6.5,1357747,1641538,0,8459804,5671349,9374,54.7,8.7,6.3,10.9,19.4,3100627,5125,38.6,9.9,6.6,0.2,6.4,0.4,4.1,1.1,2.1,30.5,500 to 999,Rural,"$483,611 to < $530,196",$1.4301 and over
OAKWOOD ISD,145907,145 LEON,06,Not Rated: Declared State of Disaster,2,189,16.9,16.4,59.3,0,0.5,0.5,6.3,86.8,1.6,9,1.6,28.6,2.6,95.7,0.0,100,100,100,17,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,94.1,0,946,15.7,39.8,19.7,2.5,5,0.2,49.5,13.9,28.8,95609,70750,60927,44672,20.2,4.7,9.6,55.5,11.4,27,41.9,10.1,0,89.9,0,0,0,0,64.4,5,6.5,0,12.1,12.1,705812,1.244,2792067,14030,2513810,23.1,67.2,9.7,278257,1096604,0,2962099,2502569,12576,48,12.6,8.4,11,20,1201695,6039,38.1,5.1,11,0,5.3,0.2,6.2,0.6,0,33.5,Under 500,Rural,"$697,496 to < $814,022",$1.1701 to under $1.3141
LEON ISD,145911,145 LEON,06,Not Rated: Declared State of Disaster,2,703,0.9,32.1,64,0.1,1.6,0,1.3,51.5,13.2,8.4,12.9,39.8,7.7,95.6,0.0,92.2,96.2,98.4,59,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52.5,22.6,945,20.4,116.3,61.3,0.9,3.1,5.2,52.7,5,33.1,112208,80749,60696,56091,15.2,6,11.5,20.8,17.9,25.1,19.8,1.6,4.8,90.4,0,0,0,3.2,79.7,6.2,4.5,0,9.6,0,956475,1.25,11140203,14933,9520446,16.9,77.8,5.3,1619757,10859681,0,10500267,8760380,11743,51.4,8.6,5.8,16.9,17.3,4503158,6036,42.8,4.3,6.2,1.5,3.7,0.5,4,0.6,1.8,34.7,500 to 999,Rural,"$847,341 and over",$1.1701 to under $1.3141
CLEVELAND ISD,146901,146 LIBERTY,04,Not Rated: Declared State of Disaster,7,7559,4.6,79.2,14.3,0.4,0.2,0,1.2,90,47,8,45.7,29.4,5.1,94.2,2.4,84.8,88.1,85.4,339,301,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,89.7,6.3,846,15.5,914.8,474,1.4,2.2,7.2,51.8,8.6,28.8,116083,75811,67393,57572,40,8.3,15.9,63.5,6.7,15.9,25.6,11.2,21,65.5,0,1.1,0,1.3,64.7,9.8,2.1,16.8,4.6,2.1,180612,1.415,75999990,11571,68646174,62.7,24.6,12.7,7353816,26193121,0,116784247,59921793,9123,60.3,6,5.3,10.5,18,36147073,5504,48,6.4,9.8,2.3,3.6,0.3,1.8,0.9,1.1,25.8,"5,000 to 9,999",Other Central City Suburban,"$178,741 to < $225,013",$1.3141 to under $1.4301
DAYTON ISD,146902,146 LIBERTY,04,Not Rated: Declared State of Disaster,7,5552,7,42.9,46.6,0.9,0.4,0.1,2.1,65.4,19.8,10.6,17.5,25.4,4.3,95.3,0.7,96.3,98,96.3,343,279,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42,25.7,993,19,738.7,345.7,1.5,2.9,10,46.8,13.1,25.7,105579,78502,65566,53979,30.3,7.5,16.1,51.1,8.9,20.9,22.8,7.5,14.1,77.8,0,0.3,0.3,0,60,10.3,5.6,8.8,5.3,10,325244,1.37,58760919,10870,52276459,45.8,42.2,12,6484460,11241679,0,59116050,49787946,9210,52.5,6.9,5.3,10.9,24.4,26151983,4838,39.8,13.9,6.6,1.2,3.8,3.6,2.9,0.9,1.4,25.9,"5,000 to 9,999",Independent Town,"$317,442 to < $337,807",$1.3141 to under $1.4301
DEVERS ISD,146903,146 LIBERTY,04,Not Rated: Declared State of Disaster,2,198,5.6,26.3,66.2,0,0,0.5,1.5,37.9,12.1,8.1,12.1,0,5.1,96.8,.,.,.,.,.,.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,.,.,.,.,25.7,12.9,1.3,2.6,0,50.2,0,45.9,124973,124973,.,68144,11.7,7.7,15.4,30.6,11.9,13.9,5.1,0,0,100,0,0,0,0,93.1,6.9,0,0,0,0,921241,1.256,2557322,14530,2385213,9.1,84.7,6.2,172109,2080134,0,2302477,2122638,12060,50.3,15.6,4.5,18.1,11.5,1068143,6069,41.7,3.7,6.4,0.6,3,0.5,1,0,2.7,40.3,Under 500,Rural,"$847,341 and over",$1.1701 to under $1.3141
HARDIN ISD,146904,146 LIBERTY,04,Not Rated: Declared State of Disaster,3,1400,3.4,14.5,78.4,0.8,0.1,0,2.9,57.3,2.4,9.1,2.4,26,3.6,94.3,0.3,98.6,100,100,70,68,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,20,995,15.6,213.7,106.6,0.9,4.7,3.1,49.9,11.6,29.8,102009,73091,57553,50175,14.7,6.6,13.1,31.5,13.1,10.3,16.8,3.8,3.8,91.6,0,0,0,0.9,78.1,6.7,5.6,0.1,7.2,2.3,298741,1.316,15520827,10877,14133855,51.6,35.9,12.5,1386972,2606802,0,15186390,13475522,9443,50.8,9.9,5.6,13.2,20.6,6846621,4798,37.6,6.1,9.7,0.1,5.1,0.3,3.8,0.7,1.8,34.8,"1,000 to 1,599",Non-metropolitan Stable,"$288,727 to < $317,442",$1.3141 to under $1.4301
HULL-DAISETTA ISD,146905,146 LIBERTY,05,Not Rated: Declared State of Disaster,3,516,9.5,8.5,78.7,0.8,0.4,0,2.1,72.1,1.7,13.2,1.7,32.8,3.9,94.7,0.0,100,100,100,40,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,75,13.3,936,18.1,110.1,48.8,1.8,2.2,2.8,44.3,24.4,24.5,85750,66561,51684,50756,15.8,4.7,10.6,34.9,13.0,22.8,17.5,12.3,2.1,83.6,0,0,0,2.1,73.9,7.6,4.1,0,14.4,0,498747,1.235,10984782,22933,10699869,25.5,57.4,17,284913,795167,0,12070323,6915216,14437,51.5,10.3,5,14.2,19,3558523,7429,39.4,8.8,7.8,0.1,5.6,0.2,3.5,0.8,0,33.9,500 to 999,Rural,"$483,611 to < $530,196",$1.1701 to under $1.3141
LIBERTY ISD,146906,146 LIBERTY,05,Not Rated: Declared State of Disaster,4,2263,14.7,39.1,41.2,0.2,0.7,0.1,4.1,62,17.8,13,15.2,27.9,8.4,95.4,0.6,90.9,92.9,93.2,133,110,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40.6,42.6,1046,23.2,356.7,138.2,1.7,1.7,7.3,38.7,21.8,28.7,106297,91549,65897,54383,24.7,6.3,16.4,41.7,11.8,14.3,20.5,7,10.8,82.3,0,0,0,0,63.3,7.6,3.2,12,7.6,6.2,394551,1.394,31371979,14132,28152263,34.5,46.7,18.9,3219716,10224735,0,36228265,25832495,11636,50.2,9.2,5.1,11.2,24.3,12970358,5843,29.3,22.2,8.7,3.2,3.5,0.3,2.6,0.2,1.9,28.3,"1,600 to 2,999",Non-metropolitan Stable,"$382,055 to < $407,429",$1.3141 to under $1.4301
TARKINGTON ISD,146907,146 LIBERTY,04,Not Rated: Declared State of Disaster,4,1868,0.7,11.8,85,0.3,0.2,0.2,1.8,55.8,3.4,13.1,3.3,25.2,4.7,95.7,0.0,95.9,100,99,94,86,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,19.1,1010,19.6,253.5,130.5,1.2,3.1,3.2,51.5,11.8,29.2,120683,80025,63601,56411,3.9,7.4,14.3,31.9,12.6,18.8,19.1,2.3,3.1,94.6,0,0,0,0,75.3,9.8,2.4,0,7.4,5.1,296920,1.15,20052248,11109,19764707,48.4,43.5,8.1,287541,8174982,0,17632295,16728684,9268,52.6,6.9,5.5,14.4,20.6,8800618,4876,39.9,10.9,5.9,0.4,7.3,0.8,3.1,0,0,31.7,"1,600 to 2,999",Non-metropolitan Stable,"$288,727 to < $317,442",Under $1.1701
COOLIDGE ISD,147901,147 LIMESTONE,12,Not Rated: Declared State of Disaster,2,288,18.4,51.4,25.3,0.3,0,0,4.5,77.1,13.2,16.3,13.2,33.7,2.8,96.7,0.0,100,100,100,28,28,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42.9,25,981,16,53,31,1.9,3.8,1.9,58.5,11.2,22.8,122835,77278,71873,54009,22.8,5.4,9.3,25.8,15.7,19.4,24.1,3.2,6.5,90.3,0,0,0,0,68.9,9.4,7,2.2,11.5,1.1,128247,1.26,4315527,14011,4126026,74.6,15.6,9.8,189501,3412715,0,4053784,3608862,11717,59.5,9.4,7.4,10.8,12.9,2148842,6977,41.2,9.2,10.7,0.4,5.6,0.2,4,0.7,1.8,26.3,Under 500,Rural,"Under $131,514",$1.1701 to under $1.3141
GROESBECK ISD,147902,147 LIMESTONE,12,Not Rated: Declared State of Disaster,4,1607,10.5,26.8,57.3,0.4,1,0,4,65,4.9,13,4.9,33,7.9,95.8,0.2,95.5,100,97.2,117,101,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,19.5,1067,19.5,258.4,124.2,1.2,3.2,5.8,48,14.8,27.1,110739,85896,63343,55258,21.1,6.2,12.9,26.5,14.6,27.8,26.9,6,4.4,88.7,0.8,0,0,0,77.9,7.5,2,1.1,9.4,2.1,774258,1.278,19699699,11712,16531429,11.9,74.9,13.2,3168270,5416890,0,21519158,17542065,10429,53.6,5.5,4.9,11.9,24.1,9395849,5586,41.6,13.8,5.1,1,3.5,0.6,3.7,0.9,0.8,29.1,"1,600 to 2,999",Non-metropolitan Stable,"$697,496 to < $814,022",$1.1701 to under $1.3141
